股票代码,股票名称,当前价,涨跌额,涨跌幅/%,年初至今/%,成交量,成交额,换手率/%,市盈率TTM,股息率/%,市值
SH600063,皖维高新,3.68,-0.05,-1.34,-4.42,3943700,14580683,0.2,16.857,1.609,7087292467
SH603969,银龙股份,4.29,-0.09,-2.05,1.89,3365925,14542750,0.4,26.399,1.37,3607890000
SH603696,安记食品,12.52,-0.08,-0.63,51.87,1154040,14461135,0.49,76.905,2.357,2944704000
SH600370,三房巷,3.42,0.08,2.4,13.3,4198515,14428992,0.53,261.929,0.196,12507509112
SH600277,亿利洁能,3.39,-0.04,-1.17,-23.65,4238300,14411417,0.15,23.035,2.907,9285007105
SH603383,顶点软件,40.03,-0.57,-1.4,-22.53,358480,14381434,0.21,53.457,0.88,6735068155
SH600388,龙净环保,9.69,-0.1,-1.02,1.43,1469800,14315977,0.14,13.346,2.045,10359117029
SH603639,海利尔,23.05,-0.3,-1.28,30.92,619208,14315284,0.26,14.912,0.917,5473761962
SH603115,海星股份,16.66,-0.29,-1.71,-16.36,853000,14276507,1.64,33.089,4.42,3465280000
SH600139,西部资源,3.53,-0.05,-1.4,0.57,4027100,14273438,0.61,-40.85,0,2336473493
SH601866,中远海发,2.13,-0.01,-0.47,-15.9,6685001,14240811,0.08,14.536,2.103,24725306250
SH603811,诚意药业,21.82,-0.27,-1.22,20.4,650600,14236509,0.39,28.979,1.293,3643765440
SH603309,维力医疗,14.76,0.08,0.54,32.52,967080,14229377,0.37,26.19,1.039,3837600000
SH600116,三峡水利,9.27,-0.16,-1.7,23.56,1517600,14188112,0.15,62.035,0.547,17725564720
SH603598,引力传媒,13.11,-0.14,-1.06,-22.84,1075300,14145209,0.4,-16.984,0,3547867530
SH605158,华达新材,12.06,0.14,1.17,41.05,1178795,14103543,1.2,25.91,,4744404000
SH600589,广东榕泰,4.06,-0.07,-1.69,-25.37,3445000,14084826,0.49,-3.521,0,2858375121
SH603161,科华控股,16.71,-0.22,-1.3,22.87,839400,14053053,1.21,64.493,0,2229114000
SH600635,大众公用,4.45,-0.05,-1.11,-8.25,3145445,14041996,0.13,22.978,1.339,13138334304
SH603766,隆鑫通用,3.92,-0.06,-1.51,7.65,3555950,14010805,0.17,14.33,2.513,8049884052
SH603636,南威软件,12.4,-0.16,-1.27,10.93,1120891,13975322,0.19,38.58,1.29,7325840367
SH605399,晨光新材,19.43,-0.08,-0.41,47.64,717044,13900708,1.56,29.917,0,3575120000
SH603878,武进不锈,8.92,0.03,0.34,15.95,1557820,13899165,0.39,11.956,5.562,3574768924
SH601038,一拖股份,11.55,-0.05,-0.43,66.43,1195700,13895344,0.2,31.177,0,11386567500
SH603828,柯利达,5.52,-0.14,-2.47,6.56,2504221,13886525,0.46,79.88,0,3022644542
SH600783,鲁信创投,15.45,-0.13,-0.83,-1.09,895500,13870078,0.12,55.713,0.968,11500351092
SH600282,南钢股份,3.08,-0.01,-0.32,-1.67,4502600,13856713,0.1,10.063,7.007,18927430771
SH600023,浙能电力,3.77,0.02,0.53,0.43,3697842,13850139,0.03,10.661,5.333,51274601255
SH600378,昊华科技,21.24,-0.12,-0.56,10.86,649444,13837371,0.22,33.648,0.819,19481957915
SH600816,*ST安信,1.97,0.03,1.55,-55.63,7014031,13761091,0.13,-1.546,0,10774201700
SH600868,梅雁吉祥,3.12,-0.02,-0.64,-9.28,4381700,13738184,0.23,131.664,0.318,5922223878
SH603256,宏和科技,10.96,-0.16,-1.44,-25.33,1243800,13670870,0.91,89.298,0.644,9620688000
SH603856,东宏股份,16.89,-0.34,-1.97,66.03,804250,13667081,0.88,17.98,1.37,4330842594
SH600506,香梨股份,10.8,0.01,0.09,5.88,1264500,13666010,0.86,215.542,0,1595234228
SH603558,健盛集团,9.22,0.06,0.66,-10.66,1477800,13660080,0.35,20.807,3.821,3838805538
SH600901,江苏租赁,5.83,-0.01,-0.17,-3.49,2332800,13578219,0.13,10.022,4.124,17412169313
SH603970,中农立华,16.78,-0.01,-0.06,32.4,809336,13527824,0.85,25.785,1.517,3221761611
SH603318,派思股份,8.6,0.01,0.12,-25.41,1579000,13505560,0.39,-52.373,0,3458595582
SH603093,南华期货,20.83,-0.17,-0.81,-22.54,644800,13504581,0.58,200.922,0.227,12081400000
SH600077,宋都股份,3.81,-0.08,-2.06,29.02,3526600,13457933,0.26,6.441,1.028,5105866062
SH600869,智慧能源,4.06,-0.02,-0.49,-16.89,3302498,13446040,0.15,-436.375,0.294,9010572149
SH600222,太龙药业,5.86,0.01,0.17,28.23,2293300,13386577,0.4,70.54,0,3362973618
SH603966,法兰泰克,16.22,-0.03,-0.18,58.92,827780,13356901,0.39,27.148,0.615,3422089112
SH603516,淳中科技,35.07,0.05,0.14,-6.96,379601,13322311,0.43,48.753,0.857,4674844327
SH600508,上海能源,8.96,-0.09,-0.99,-1.81,1478611,13308512,0.2,11.442,2.641,6475553280
SH600393,粤泰股份,2.78,0,0,2.96,4785800,13301848,0.48,22.381,0,7050769079
SH600782,新钢股份,4.06,-0.03,-0.73,-16.94,3246955,13225667,0.1,4.851,4.89,12946214146
SH600820,隧道股份,5.69,-0.04,-0.7,-2.35,2316773,13221545,0.07,10.108,3.659,17889906775
SH600053,九鼎投资,25.19,-0.25,-0.98,-0.94,524300,13218761,0.12,17.58,0,10920892752
SH603055,台华新材,8.98,0.04,0.45,32.82,1467180,13189733,0.19,68.309,0.884,6952683623
SH601608,中信重工,3.81,-0.03,-0.78,2.59,3454300,13183785,0.08,86.492,0.185,16533187506
SH600775,南京熊猫,7.91,-0.09,-1.13,-22,1658300,13170256,0.25,314.945,0.218,7228462764
SH603959,百利科技,12.97,-0.18,-1.37,28.42,1011275,13139954,0.23,-9.839,0,6359177926
SH600976,健民集团,25.66,-0.32,-1.23,46.03,508043,13130165,0.33,42.464,0.764,3936208076
SH603988,中电电机,14.62,-0.17,-1.15,56.1,892000,13102257,0.38,12.863,3.142,3438624000
SH601928,凤凰传媒,7.31,-0.08,-1.08,0.13,1781800,13052756,0.07,14.406,4.06,18603219000
SH600997,开滦股份,5.09,-0.08,-1.55,-2.05,2550342,13043712,0.16,8.237,4.264,8081901242
SH600583,海油工程,4.6,-0.02,-0.43,-36.86,2822220,13000024,0.06,40.711,1.299,20338232080
SH600538,国发股份,6.6,-0.08,-1.2,30.43,1965900,12995500,0.42,456.925,0,3065047821
SH603189,网达软件,23.27,-0.28,-1.19,37.44,550800,12862272,0.25,100.391,0.212,5138016000
SH600503,华丽家族,3.76,-0.04,-1.05,18.69,3408300,12851860,0.21,18.833,0.474,6024610400
SH603681,永冠新材,17.96,0.12,0.67,-28.87,707500,12748000,1.15,20.598,0.838,2991985208
SH603165,荣晟环保,14.53,0.05,0.35,23.33,885643,12706502,0.35,15.174,2.116,3638399224
SH603515,欧普照明,26.85,0.05,0.19,-2.66,472651,12676673,0.06,27.62,1.865,20300311822
SH600107,美尔雅,10.37,-0.02,-0.19,52.28,1217800,12598625,0.34,-75.476,0,3733200000
SH603922,金鸿顺,17.67,-0.25,-1.4,14.74,710500,12535931,2.22,-29.919,0,2261760000
SH603040,新坐标,32.35,-0.18,-0.55,22.73,384510,12470907,0.37,24.02,1.182,3341941951
SH600422,昆药集团,10.01,-0.05,-0.5,-4.78,1240400,12419603,0.16,17.097,1.993,7591461568
SH601700,风范股份,5.17,-0.08,-1.52,-19.97,2372765,12326738,0.21,-24.918,0,5858809440
SH600517,国网英大,6.94,-0.03,-0.43,-15.78,1759400,12284448,0.13,489.308,0,39685944063
SH601958,金钼股份,6.03,-0.05,-0.82,-21.04,2031690,12266575,0.06,45.913,4.918,19456424532
SH600167,联美控股,13.01,-0.07,-0.54,0.34,938800,12248919,0.04,17.36,1.606,29768434370
SH600252,中恒集团,3.4,-0.02,-0.58,6.22,3601900,12245826,0.1,16.88,1.754,11815364300
SH603669,灵康药业,8.54,0.01,0.12,66.03,1437244,12199320,0.2,36.141,1.675,6092777600
SH603776,永安行,21.25,-0.14,-0.65,25.42,571040,12178497,0.3,7.883,0.849,3986075000
SH601599,鹿港文化,3.08,-0.09,-2.84,-7.23,3916870,12152321,0.44,-1.37,0,2749592889
SH600636,国新文化,13.15,-0.02,-0.15,30.46,921948,12125024,0.21,34.843,0.755,5877220038
SH600881,亚泰集团,3.34,-0.04,-1.18,4.7,3622202,12116904,0.11,78.504,0,10851371384
SH600226,*ST瀚叶,1.68,0,0,-46.5,7190677,12099494,0.29,-7.821,0,5256741139
SH600808,马钢股份,2.7,-0.03,-1.1,-9.41,4458794,12089906,0.07,26.126,2.941,20791839202
SH603186,华正新材,38.52,-0.56,-1.43,1.3,310900,12036372,0.24,47.409,0.397,5471585418
SH605066,天正电气,14.34,0.04,0.28,43.11,834000,11940622,1.17,27.208,,5750340000
SH603579,荣泰健康,33.7,-0.5,-1.46,14.07,352800,11930046,0.25,18.306,4.386,4718000000
SH600866,星湖科技,4.89,-0.01,-0.2,10.14,2431868,11907150,0.34,23.152,0,3613803722
SH600664,哈药股份,3.53,-0.01,-0.28,-6.86,3367054,11860680,0.13,-37.742,0,8849777338
SH600059,古越龙山,9.2,0.05,0.55,9.29,1289831,11856263,0.16,42.484,1.099,7438422318
SH600674,川投能源,9.89,0,0,3.95,1197100,11848524,0.03,14.339,3.427,43537206702
SH600694,大商股份,23.42,-0.15,-0.64,-11.79,504313,11816061,0.17,12.764,3.271,6878890853
SH600573,惠泉啤酒,7.55,-0.02,-0.26,14.17,1563700,11808216,0.63,83.027,0.395,1887500000
SH603979,金诚信,10.72,-0.15,-1.38,21.02,1098268,11792988,0.19,18.416,0.737,6254138391
SH600051,宁波联合,10.3,-0.13,-1.25,75.73,1139600,11784341,0.37,5.734,1.918,3202064000
SH600594,益佰制药,6.28,-0.02,-0.32,38.63,1875900,11768369,0.24,30.998,9.554,4973304072
SH603829,洛凯股份,12.7,0.01,0.08,19.24,921100,11632117,1.27,35.535,0.789,2032000000
SH600239,云南城投,3.45,-0.04,-1.15,19.38,3349438,11594686,0.21,-2.033,0,5539619836
SH600894,广日股份,7.91,-0.07,-0.88,7.57,1461200,11568108,0.17,14.969,1.88,6802179939
SH600512,腾达建设,2.98,-0.04,-1.32,7.15,3856300,11550552,0.24,17.587,0.997,4764730439
SH603938,三孚股份,25.54,0.17,0.67,20.9,450700,11529373,0.3,46.191,0.589,3835254964
SH600227,圣济堂,3,-0.05,-1.64,19.52,3816421,11473151,0.3,-3.086,0,5079402603
SH603113,金能科技,12.47,-0.11,-0.87,15.57,915304,11425390,0.14,10.543,1.176,8429049912
SH603721,中广天择,18.32,-0.27,-1.45,-30.45,616500,11362994,0.47,92.088,0,2381600000
SH600653,申华控股,1.96,-0.02,-1.01,-3.92,5791410,11324960,0.3,-12.791,0,3814905421
SH603327,福蓉科技,24.97,-0.29,-1.15,-13.63,452400,11303020,0.44,34.74,1.007,10012970000
SH600571,信雅达,8.57,-0.12,-1.38,-8.81,1306500,11257547,0.3,71.514,1.618,3764607567
SH601992,金隅集团,3.12,-0.02,-0.64,-13.35,3602559,11228223,0.04,15.341,3.834,33314645938
SH603458,勘设股份,15.09,-0.19,-1.24,6.07,735088,11105006,0.31,8.083,3.524,3646616428
SH600858,银座股份,7.79,-0.03,-0.38,51.37,1416200,11089828,0.27,-19.478,0.46,4051318728
SH601918,新集能源,2.54,-0.04,-1.55,-21.02,4317000,11059476,0.17,-97.992,0.772,6579976172
SH600395,盘江股份,6.08,-0.08,-1.3,6.01,1805200,11042827,0.11,12.372,6.494,10062715315
SH603706,东方环宇,18.59,-0.03,-0.16,-4.74,589600,11006870,1.01,23.495,2.408,2974400000
SH603042,华脉科技,15.93,-0.26,-1.61,4.78,683700,10927595,0.5,96.557,0.331,2166480000
SH600822,上海物贸,11.87,-0.18,-1.49,16.14,914310,10881979,0.23,119.32,0,5887198489
SH600433,冠豪高新,3.48,-0.05,-1.42,6.11,3112800,10867634,0.24,24.849,0.8,4424177742
SH600103,青山纸业,2.02,-0.01,-0.49,-2.42,5326004,10836743,0.23,228.729,0,4657751970
SH603066,音飞储存,10.27,-0.03,-0.29,34.41,1057500,10832097,0.35,38.639,0.504,3088218783
SH603031,安德利,30.11,0.48,1.62,24.94,359030,10809944,0.32,265.047,0,3372320000
SH603698,航天工程,11.85,0.02,0.17,-4.96,903260,10761160,0.17,61.107,0.732,6351481500
SH600217,中再资环,5.18,-0.05,-0.96,1.17,2069500,10753975,0.15,20.619,0,7193257671
SH603377,东方时尚,20.36,0,0,12.86,528000,10735022,0.09,73.762,1.006,11971680000
SH600133,东湖高新,6.02,-0.07,-1.15,12.8,1777000,10723768,0.25,17.673,0.411,4788724295
SH601789,宁波建工,4.4,-0.06,-1.35,17.78,2428100,10716969,0.25,17.678,2.247,4294752000
SH600308,华泰股份,5.18,-0.04,-0.77,16.76,2050200,10636124,0.18,8.79,3.352,6047968150
SH600678,四川金顶,6.69,-0.1,-1.47,-14.34,1574400,10576202,0.45,44.6,0,2334743100
SH600467,好当家,2.76,-0.03,-1.08,11.84,3822900,10560497,0.26,61.161,0.502,4032344279
SH603739,蔚蓝生物,24.81,-0.28,-1.12,-2.08,425400,10551416,0.57,42.984,0.797,3837288270
SH600533,栖霞建设,3.31,-0.04,-1.19,1.29,3166500,10545732,0.3,36.098,2.985,3475500000
SH601886,江河集团,6.18,-0.07,-1.12,-10.41,1710301,10545508,0.15,31.424,4.785,7132029000
SH603303,得邦照明,14.01,-0.1,-0.71,38.96,748872,10481778,0.15,19.001,1.616,6832892278
SH600624,复旦复华,9,-0.08,-0.88,-6.86,1161075,10475783,0.17,168.053,0.297,6162408090
SH600630,龙头股份,6.66,0.06,0.91,-12.25,1567000,10452240,0.37,-27.092,0,2829578236
SH603227,雪峰科技,4.1,-0.06,-1.44,-10.63,2532600,10439729,0.38,30.052,1.202,2700670000
SH600753,东方银星,15,-0.5,-3.23,34.96,684700,10383737,0.38,129.381,0,2688000000
SH600834,申通地铁,10.64,-0.09,-0.84,47.87,968900,10351114,0.2,54.887,0.396,5079343469
SH603323,苏农银行,4.69,0.01,0.21,-8.28,2204407,10327864,0.16,9.111,3.191,8456392649
SH600071,凤凰光学,10.66,-0.06,-0.56,-6.98,959700,10308799,0.4,392.862,0,3001577657
SH603100,川仪股份,10.09,0.03,0.3,16.4,1021343,10303674,0.26,17.228,1.988,3985550000
SH600242,*ST中昌,2.85,-0.05,-1.72,-63.79,3591905,10290337,0.8,-0.818,0,1301495598
SH600596,新安股份,8.79,-0.09,-1.01,-8.56,1161300,10225310,0.17,36.135,2.257,6196076564
SH600712,南宁百货,5.59,-0.08,-1.41,-42.22,1822400,10214388,0.34,-90.67,0.053,3044623462
SH600648,外高桥,14.16,-0.08,-0.56,-17.27,720718,10212656,0.08,28.294,1.682,16076543596
SH603203,快克股份,28.61,-0.63,-2.15,4.07,353898,10180587,0.23,25.124,0.72,4478431646
SH601801,皖新传媒,5.41,-0.05,-0.92,1.37,1869486,10160519,0.09,18.276,2.92,10761597627
SH600500,中化国际,5.33,-0.06,-1.11,3.75,1899302,10152864,0.07,-238.751,2.985,14716963996
SH603106,恒银科技,8.7,-0.12,-1.36,-1.25,1160337,10143217,0.29,-186.762,0,3483480000
SH600266,城建发展,5.81,-0.05,-0.85,-10.53,1740200,10136986,0.08,11.397,3.413,13110483456
SH600676,交运股份,5.66,-0.06,-1.05,31.93,1774927,10089589,0.17,-72.692,0.696,5821270063
SH605318,法狮龙,19.46,-0.04,-0.21,48.66,519974,10077552,1.61,28.96,,2513670618
SH603385,惠达卫浴,13,-0.25,-1.89,15.76,771848,10073534,0.21,15.255,1.745,4802153772
SH601827,三峰环境,8.99,-0.04,-0.44,31.43,1117131,10047975,0.3,24.071,0,15087629320
SH603322,超讯通信,18.54,-0.12,-0.64,-11.08,538672,10016768,0.34,-80.857,0,2901880800
SH600261,阳光照明,4.05,-0.04,-0.98,-10.76,2456950,10016035,0.17,14.795,4.167,5881016867
SH603133,碳元科技,15.45,-0.17,-1.09,-38.03,648100,10012236,0.31,-56.8,0,3260969700
SH600622,光大嘉宝,3.83,-0.04,-1.03,-0.5,2607300,10007024,0.17,17.979,1.546,5743795090
SH600557,康缘药业,12.49,-0.09,-0.72,-14.79,800383,10003350,0.13,18.096,0.632,7405084165
SH600883,博闻科技,8.58,0.15,1.78,12.42,1164536,9973771,0.49,181.022,0.119,2025635040
SH603619,中曼石油,11.49,-0.16,-1.37,-17.58,862600,9943527,0.6,-34.616,0,4596001149
SH603002,宏昌电子,5.15,-0.05,-0.96,22.31,1933229,9938171,0.31,31.173,1.221,3164220255
SH603060,国检集团,19.83,-0.29,-1.44,15.24,494948,9844861,0.11,54.43,0.721,8550696000
SH601018,宁波港,3.83,-0.03,-0.78,3.34,2558397,9837080,0.02,20.273,2.143,60542408527
SH603359,东珠生态,19.03,-0.31,-1.6,28.46,512780,9822408,0.16,14.828,1.034,6063719200
SH601616,广电电气,3.41,-0.04,-1.16,13.49,2862200,9810311,0.31,16.222,1.453,3190310750
SH600191,华资实业,5.73,-0.06,-1.04,10.42,1708900,9810114,0.35,-231.711,0.261,2778660360
SH603633,徕木股份,12.58,-0.2,-1.56,50.82,775120,9809746,0.29,85.071,0,3314845096
SH601366,利群股份,6.92,-0.07,-1,25.89,1414700,9805734,0.16,67.707,2.149,5954663183
SH603158,腾龙股份,22.11,-0.19,-0.85,43.92,440900,9783670,0.2,35.818,0.533,4797233232
SH600603,广汇物流,5.15,-0.03,-0.58,13.13,1897160,9777132,0.15,7.244,9.675,6473688262
SH600210,紫江企业,4.45,-0.01,-0.22,22.82,2177000,9733750,0.14,14.509,4.464,6749475903
SH601106,中国一重,3.02,-0.02,-0.66,3.78,3220400,9723669,0.05,155.167,0,20710504440
SH603390,通达电气,12.89,-0.01,-0.08,-30.71,752200,9715110,0.86,57.207,0.775,4533245224
SH603901,永创智能,9.76,-0.09,-0.91,-7.37,983196,9667001,0.23,34.132,0.707,4288613540
SH600350,山东高速,5.81,-0.02,-0.34,25.38,1637896,9582618,0.03,16.558,6.474,27952873629
SH600345,长江通信,20.24,-0.25,-1.22,-9.8,470845,9562479,0.24,48.057,0.487,4007520000
SH600125,铁龙物流,5.31,-0.04,-0.75,-9.41,1795029,9562079,0.14,15.47,2.056,6932321151
SH603328,依顿电子,9.02,-0.08,-0.88,-17.78,1054426,9532169,0.11,24.005,5.165,9005952351
SH603755,日辰股份,74.52,0.23,0.31,54.37,126994,9515375,0.37,85.895,0.74,7348691508
SH603109,神驰机电,27.18,-0.26,-0.95,3.45,344800,9408708,0.94,35.301,0.839,3986490600
SH603095,越剑智能,27.62,0.03,0.11,5.58,338900,9362729,1.03,26.935,0,3645840000
SH603600,永艺股份,16.89,-0.06,-0.35,40.2,549800,9328062,0.18,26.145,1.179,5109961404
SH601991,大唐发电,2.35,0,0,-1.6,3949433,9325155,0.04,21.927,2.754,43490769684
SH600568,*ST中珠,1.68,-0.02,-1.18,-4,5541612,9296890,0.35,-8.219,0,3348021064
SH600367,红星发展,7.27,0,0,-3.48,1281980,9290897,0.44,85.604,0.362,2149391131
SH600200,江苏吴中,6.15,0.02,0.33,14.31,1516900,9283141,0.21,-626.637,0,4381191317
SH603003,龙宇燃油,8.15,-0.08,-0.97,0.37,1133750,9281903,0.27,913.659,0,3394739076
SH603360,百傲化学,18.06,-0.18,-0.99,-26.14,511900,9268235,0.2,14.649,2.353,4719915984
SH600163,中闽能源,3.87,-0.03,-0.77,11.85,2386634,9258966,0.24,27.676,0,6537602564
SH600686,金龙汽车,6.5,-0.06,-0.91,-7.02,1403234,9127942,0.23,-52.906,0.382,4660808211
SH600468,百利电气,5.26,-0.09,-1.68,42.16,1722080,9117014,0.15,91.724,0,5901167900
SH603388,元成股份,8.27,-0.05,-0.6,1.97,1093942,9095093,0.38,19.826,0,2358124836
SH603196,日播时尚,7.25,0,0,-27.1,1236600,9034181,0.52,-24,2.751,1740000000
SH600327,大东方,3.86,-0.05,-1.28,28.46,2330148,9026818,0.26,24.853,17.436,3415248939
SH600452,涪陵电力,19.15,-0.1,-0.52,46.93,470300,9019846,0.11,23.361,0.816,8407616000
SH603013,亚普股份,15.03,0.06,0.4,0.94,598000,8993933,1,18.13,3.34,7728884415
SH600307,酒钢宏兴,1.59,-0.01,-0.63,-22.82,5643500,8955212,0.09,25.866,0,9958738304
SH600833,第一医药,11.11,0.05,0.45,18.77,803800,8914073,0.36,44.124,0.678,2478489315
SH603995,甬金股份,30.73,-0.37,-1.19,16.66,288929,8913744,0.5,20.69,2.259,7088489100
SH603033,三维股份,26.15,-0.45,-1.69,98.95,336900,8866184,0.14,53.093,0.627,11144748315
SH603033,三维股份,26.15,-0.45,-1.69,98.95,336900,8866184,0.14,53.093,0.627,11144748315
SH603297,永新光学,40.35,-0.35,-0.86,17.42,217450,8802711,0.43,30.644,1.081,4459885500
SH600090,*ST济堂,1.84,-0.02,-1.08,-55.98,4752400,8762667,0.33,-29.307,0,2648979819
SH603567,珍宝岛,12.87,0.02,0.16,2.84,679034,8750448,0.08,30.678,1.689,10928689200
SH600558,大西洋,3.19,-0.03,-0.93,-1.24,2715800,8668561,0.3,33.038,0.926,2863359411
SH601828,美凯龙,9.73,-0.05,-0.51,-3.32,888189,8650601,0.2,13.227,2.361,37995650000
SH600458,时代新材,6.91,0.04,0.58,-1.61,1254297,8644367,0.16,91.069,0.364,5547335230
SH600961,株冶集团,7.15,-0.09,-1.24,-13.96,1206200,8641394,0.23,18.332,0,3771324085
SH603789,星光农机,13.36,-0.14,-1.04,-6.7,640553,8607890,0.25,-78.598,0,3473600000
SH601011,宝泰隆,3.6,-0.03,-0.83,-20.18,2381400,8600494,0.15,-758.477,0,5777306629
SH600649,城投控股,5.67,-0.05,-0.87,0.36,1511000,8593569,0.06,38.454,1.259,14342693845
SH603496,恒为科技,20.33,-0.44,-2.12,-6.47,416500,8536263,0.21,-796.194,0.506,4086029218
SH603239,浙江仙通,16.01,-0.09,-0.56,48.43,531800,8523580,0.2,41.738,3.125,4334227200
SH603777,来伊份,15.03,-0.14,-0.92,28.31,564980,8522871,0.17,-235.018,0.663,5067095283
SH603663,三祥新材,15.58,-0.27,-1.7,17.27,542540,8492445,0.28,40.119,0.622,2998533125
SH603895,天永智能,19.69,-0.1,-0.51,-14.84,427900,8461228,1.31,-46.687,0,2128095200
SH603366,日出东方,5.18,-0.06,-1.15,-8.46,1618500,8403189,0.2,43.308,1.195,4144000000
SH600929,雪天盐业,6.99,-0.01,-0.14,6.84,1200100,8395552,0.36,50.955,0.243,6415080525
SH603889,新澳股份,5.33,0.06,1.14,-3.85,1578133,8395236,0.31,26.738,3.036,2727608248
SH603863,松炀资源,12.51,0.02,0.16,-23.16,668900,8389413,0.62,32.763,0.803,2575733940
SH600749,西藏旅游,9.66,-0.16,-1.63,1.9,864300,8385498,0.38,-116.609,0,2192486894
SH600617,国新能源,4.71,-0.04,-0.84,-1.26,1762200,8377306,0.18,-20.225,0,5108765989
SH603220,中贝通信,15.1,-0.17,-1.11,-29.14,551900,8364047,0.3,44.14,0.971,5100176000
SH603968,醋化股份,17.22,0.18,1.06,20.7,488600,8354168,0.24,13.998,2.934,3521145600
SH600475,华光环能,13.39,-0.06,-0.45,37.73,624301,8340458,0.11,15.358,2.595,7490261705
SH603121,华培动力,13.27,-0.17,-1.26,-26.2,621940,8281107,0.52,44.127,1.359,3439584000
SH603030,全筑股份,6.03,-0.02,-0.33,4.91,1365000,8249877,0.25,17.33,0.66,3244843297
SH603839,安正时尚,11.69,0.05,0.43,-8.28,702080,8240615,0.18,23.411,6.051,4677194952
SH600695,绿庭投资,7.09,-0.06,-0.84,-19.16,1154700,8198770,0.32,124.899,0,5041926589
SH600707,彩虹股份,4.18,-0.04,-0.95,-0.48,1949300,8179238,0.08,-11.042,0,14999469080
SH603778,乾景园林,4.27,0.01,0.23,0.2,1915600,8177347,0.38,-313.132,0.163,2135000000
SH603810,丰山集团,31.78,-0.09,-0.28,48.61,256720,8158794,0.46,32.639,0.282,3691011828
SH603629,利通电子,29.02,-0.16,-0.55,5.72,280400,8157827,0.93,66.063,0.686,2902000000
SH601949,中国出版,5.29,-0.05,-0.94,-14.84,1531500,8130085,0.08,14.037,2.176,9641025000
SH603555,*ST贵人,2.24,0.11,5.16,-62.03,3705700,8111245,0.59,-1.195,0,1408068800
SH600773,西藏城投,6.07,-0.09,-1.46,4.92,1325600,8083828,0.18,46.58,0.244,4975340716
SH600684,珠江实业,3.52,-0.01,-0.28,-6.34,2285800,8070595,0.27,21.041,0.845,3004181745
SH603679,华体科技,24.3,-0.27,-1.1,-17.18,330140,8038895,0.23,44.561,0.379,3472302330
SH600152,维科技术,6.48,-0.05,-0.77,-4.14,1230700,8023209,0.41,146.342,0,2727562164
SH603351,威尔药业,27.19,-0.12,-0.44,9.32,294692,8009442,0.49,32.579,1.186,3552828443
SH600787,中储股份,4.75,-0.04,-0.84,-8.83,1670800,7959706,0.08,44.119,0,10449054907
SH600657,信达地产,4.46,-0.06,-1.33,14.53,1767528,7931032,0.12,4.597,2.212,12719378534
SH600021,上海电力,7.61,-0.02,-0.26,-3.78,1039776,7915235,0.04,18.327,1.704,19916619539
SH605288,凯迪股份,121.7,0.7,0.58,31.44,65195,7902233,0.52,33.588,0,6085000000
SH600495,晋西车轴,4.14,-0.01,-0.24,-0.98,1901650,7873387,0.16,131.286,0.488,5001910268
SH600067,冠城大通,3.73,-0.01,-0.27,-6.28,2103243,7864823,0.14,72.186,0,5565573004
SH600505,西昌电力,8.07,-0.15,-1.82,-15.14,971600,7852544,0.27,461.192,0.381,2942059725
SH603800,道森股份,10.79,-0.13,-1.19,-14.3,721000,7831122,0.35,49.141,4.57,2244320000
SH600981,汇鸿集团,3.53,-0.02,-0.56,-3.74,2216600,7827753,0.3,29.783,1.408,7915789168
SH603668,天马科技,9.71,0.01,0.1,17.55,805500,7801953,0.24,54.112,0,3299042917
SH600575,淮河能源,2.19,-0.02,-0.9,-11,3544000,7792014,0.09,11.663,4.525,8510911732
SH603608,天创时尚,8.31,-0.03,-0.36,-10.27,930200,7771595,0.22,28.849,2.395,3573847355
SH605366,宏柏新材,13.86,-0.01,-0.07,38.88,559700,7764488,0.67,31.573,,4601520000
SH601298,青岛港,5.83,-0.01,-0.17,-12.57,1332600,7758666,0.07,9.972,3.424,37843113000
SH600781,*ST辅仁,4,-0.05,-1.23,-31.15,1911200,7676923,0.51,19.281,0,2508630048
SH600959,江苏有线,3.75,-0.02,-0.53,-5.09,2035200,7669585,0.04,90.962,0.792,18752691323
SH603909,合诚股份,17.82,-0.18,-1,31.61,429700,7652805,0.3,34.419,0,2552554620
SH600623,华谊集团,5.76,0.03,0.52,-11.82,1328136,7646424,0.07,406.867,1.739,12126509355
SH601326,秦港股份,2.61,-0.02,-0.76,-15.26,2929208,7643926,0.06,15.224,3.435,14583145320
SH603662,柯力传感,28.15,-0.18,-0.64,-27.55,270680,7636174,0.36,23.233,1.264,4705571903
SH601869,长飞光纤,30.19,-0.31,-1.02,-7.67,251700,7611619,0.24,36.432,1.043,22881155211
SH603367,辰欣药业,15.46,-0.06,-0.39,-5.14,492080,7600776,0.11,15.871,1.727,7008837380
SH603020,爱普股份,10.65,-0.1,-0.93,31.29,711500,7596888,0.22,19.732,1.397,3408000000
SH600736,苏州高新,5.02,-0.04,-0.79,-13.11,1507800,7589600,0.13,31.86,1.028,5779490393
SH603499,翔港科技,10.46,-0.17,-1.6,-7.47,719312,7571727,1.35,-474.712,0.526,2114493111
SH603803,瑞斯康达,11.75,-0.01,-0.09,-7.68,644462,7564325,0.15,35.978,1.283,4947402795
SH603716,塞力斯,15.74,-0.15,-0.94,-6.32,479300,7543809,0.25,52.003,0.503,3228961980
