股票代码,股票名称,当前价,涨跌额,涨跌幅/%,年初至今/%,成交量,成交额,换手率/%,市盈率TTM,股息率/%,市值
SH601012,隆基股份,80.14,-2.55,-3.08,224.79,36258451,2891262852,0.96,40.919,0.475,302274243909
SH600196,复星医药,59.5,0.65,1.1,125.25,35637515,2107578958,1.77,43.312,0.662,152492463428
SH600519,贵州茅台,1733.95,-5.05,-0.29,48.29,877803,1528522613,0.07,49.665,0.978,2178184175310
SH600438,通威股份,31.4,0.31,1,142.57,41095815,1296714859,0.96,61.358,0.598,134638668478
SH601318,中国平安,80.72,-0.66,-0.81,-2.87,15721088,1271995459,0.15,12.256,2.591,1475581086615
SH600211,西藏药业,93.49,4.85,5.47,320.72,12374643,1125068343,4.99,61.515,0.854,23179708942
SH600760,中航沈飞,64.32,2.06,3.31,104.5,14649259,951143182,3.68,69.567,0.241,90073038811
SH600109,国金证券,15.29,-0.44,-2.8,65.17,60558570,927248711,2,27.471,0.324,46242453850
SH601888,中国中免,210.33,-3.77,-1.76,137.36,4347999,917362839,0.22,180.884,0.343,410664181170
SH600030,中信证券,31.04,-0.31,-0.99,24.64,27977840,872636001,0.29,27.262,1.595,401247127940
SH601216,君正集团,7.84,-0.27,-3.33,183.69,102366954,800895558,1.21,27.755,4.408,66154056338
SH601456,国联证券,17.73,-0.75,-4.06,317.18,44066358,789495775,9.26,86.661,0,42164049870
SH600585,海螺水泥,55.31,-1.14,-2.02,4.67,13894268,771372239,0.35,8.521,3.543,293104425644
SH600745,闻泰科技,118.24,-2.08,-1.73,27.95,6410272,754535355,1.01,53.339,0.113,147201437313
SH600166,福田汽车,3.07,0.04,1.32,46.89,232658375,725597028,3.54,166.725,0,20185839584
SH600511,国药股份,47.28,0.87,1.87,76.04,14293783,670242533,2.58,24.292,1.376,35672901745
SH600031,三一重工,28,0.35,1.27,67.29,23913255,665166295,0.28,18.359,1.523,237320026692
SH603976,正川股份,77.88,1.45,1.9,349.6,8282967,635192338,5.48,183.58,0.424,11775456000
SH600276,恒瑞医药,93.72,0.02,0.02,28.81,6364213,594679984,0.12,89.19,0.205,497348641959
SH600887,伊利股份,41.89,0.41,0.99,39.07,14078296,589733045,0.24,36.975,1.947,254825743684
SH600316,洪都航空,40.81,-0.41,-0.99,213.39,13612735,567579364,1.9,202.532,0.036,29265443235
SH600143,金发科技,18.57,0.52,2.88,157.02,29857223,550897133,1.16,15.197,0.551,47792166910
SH601633,长城汽车,22.94,-1.13,-4.69,167.66,23387234,548822713,0.39,50.997,1.039,210496368702
SH603501,韦尔股份,187.99,-4.17,-2.17,31.13,2884890,547839909,0.38,117.528,0.036,162343764658
SH601615,明阳智能,19.7,0.87,4.62,61.2,27756461,537065371,3,30.421,0.407,27663747320
SH601788,光大证券,22.49,0.15,0.67,71.92,23274930,524418348,0.6,93.19,0.165,103696614001
SH600036,招商银行,37.44,-0.35,-0.93,2.72,13878578,521465519,0.07,10.256,3.167,944231019301
SH600584,长电科技,38.53,-0.82,-2.08,75.3,13332009,515455523,1.1,86.63,0,61758756604
SH600436,片仔癀,253.63,3.98,1.59,131.98,1969498,497958642,0.33,102.507,0.329,153019343972
SH601878,浙商证券,16.41,-0.17,-1.03,48.78,30036990,496933628,0.83,51.986,0.501,59306470475
SH600703,三安光电,25.19,-0.61,-2.36,37.75,19624920,496825380,0.48,107.437,0.356,112834607549
SH601166,兴业银行,16.68,-0.09,-0.54,-11.89,29438164,492829415,0.15,5.534,4.536,346513501727
SH600529,山东药玻,49.72,-0.09,-0.18,80.87,9674939,476887428,1.63,58.805,0.606,29581796381
SH600845,宝信软件,70,-5.54,-7.33,114.32,6500062,465089634,0.78,70.698,0.537,80893067640
SH600893,航发动力,42.6,-0.5,-1.16,97.36,10557546,459482481,0.5,97.637,0.283,113554314539
SH601231,环旭电子,25.55,-1.49,-5.51,34.09,17437618,448306461,0.8,40.463,0.668,55765771604
SH601865,福莱特,38.25,0.25,0.66,215.33,11854876,446582738,3.48,81.499,0.171,74763450000
SH600809,山西汾酒,223.95,4.65,2.12,151.36,1937683,435541844,0.22,83.525,0.413,195178755171
SH600988,赤峰黄金,18.06,-0.4,-2.17,259.05,23863964,427170947,1.67,107.336,0,30050239487
SH600309,万华化学,80.18,1.08,1.37,46.9,5157032,413042338,0.36,34.278,1.638,251744884473
SH603259,药明康德,109.17,0.17,0.16,66.41,3764796,412086884,0.27,106.005,0.209,266595413902
SH601066,中信建投,50.17,-0.78,-1.53,66.07,7603095,383845748,0.58,49.495,0.461,383619147390
SH603986,兆易创新,184.29,-1.67,-0.9,26.08,2069212,379492614,0.5,111.039,0.139,86905784759
SH601899,紫金矿业,6.47,-0.11,-1.67,43.6,58793103,377777409,0.3,33.788,1.558,164190871851
SH601668,中国建筑,5.09,-0.02,-0.39,-5.95,73682800,376261561,0.18,5.158,3.62,213602213991
SH600104,上汽集团,20.31,-0.36,-1.74,-10.46,18114382,369807845,0.16,11.734,4.272,237291100323
SH600699,均胜电子,23.59,0.01,0.04,32.14,14818972,352604155,1.2,-258.206,0.294,29187035703
SH601818,光大银行,3.98,0.03,0.76,-4.34,88852159,352500114,0.22,5.923,5.418,208907568321
SH600536,中国软件,85.69,-2.41,-2.74,19.59,4076008,352275063,0.82,-313.633,0.045,42379084790
SH600588,用友网络,44.41,0.83,1.9,104.36,7880667,347361009,0.24,199.982,0.457,145229392458
SH600570,恒生电子,102.58,-2.32,-2.21,72.39,3346487,345632000,0.32,99.087,0.392,107102829545
SH603026,石大胜华,48.5,0.03,0.06,38.49,7129108,343591132,3.52,236.105,0,9829980000
SH603069,海汽集团,29.09,1.01,3.6,181.68,11790471,339562982,3.73,-122.158,0.176,9192440000
SH600660,福耀玻璃,32.65,0.09,0.28,40.14,10225088,332174737,0.51,34.763,2.301,81906362420
SH600685,中船防务,30.23,0.06,0.2,104.95,10632999,325342425,1.29,13.101,0,42730297807
SH603288,海天味业,171.02,-1.61,-0.93,92.53,1892374,325020905,0.06,94.628,0.526,554180597432
SH601688,华泰证券,21.22,-0.23,-1.07,5.86,15096610,321595852,0.21,16.962,1.399,192606513000
SH603871,嘉友国际,28.08,-3.12,-10,32.34,9858877,317077201,17.96,19.39,2.289,6164121600
SH600690,海尔智家,23.58,0.17,0.73,23.41,13352098,311065350,0.21,26.179,1.602,155146181065
SH600383,金地集团,14.11,-0.47,-3.22,1.4,21403184,304966118,0.47,6.754,4.633,63700774201
SH600048,保利地产,16.04,-0.17,-1.05,4.68,18732595,301227212,0.16,6.82,5.085,191948915809
SH605009,豪悦护理,183.6,-2.9,-1.55,194.89,1638541,298036778,6.14,34.891,,19584612000
SH605018,长华股份,22.54,2.05,10,131.89,13280529,294818521,31.86,52.77,,9391967200
SH603301,振德医疗,76.67,1.47,1.95,397.39,3875892,294298325,4.19,14.981,0.376,16264085457
SH601717,郑煤机,10.53,0.58,5.83,67.72,28100197,290466197,1.89,12.64,1.865,18242923526
SH600009,上海机场,69.02,-0.95,-1.36,-11.46,3944181,273238250,0.36,68.383,1.128,132998672081
SH603606,东方电缆,26.4,1.04,4.1,142.67,10285995,268824761,1.61,27.06,0.516,17268359354
SH601677,明泰铝业,12.52,0.6,5.03,9.81,21853779,267903841,3.67,8.229,0.843,7716099099
SH600118,中国卫星,34.78,-0.02,-0.06,63.19,7584359,266642526,0.64,139.013,0.287,41126972115
SH600363,联创光电,25,0.33,1.34,63.96,10548697,262940974,2.38,49.47,0.179,11086918750
SH603128,华贸物流,8.37,0.11,1.33,73.48,31712979,259766287,2.42,25.1,0.468,10960205067
SH601933,永辉超市,8.26,0.11,1.35,11.05,31283238,257946751,0.33,38.336,1.598,78604519122
SH600089,特变电工,9.53,0.04,0.42,46.68,27021042,257029365,0.73,18.723,1.724,35397400879
SH603218,日月股份,26.43,0.95,3.73,80.48,9859733,256082429,1.2,31.471,0.751,21940784285
SH600547,山东黄金,25.88,-0.49,-1.86,11.33,9870431,254997085,0.3,60.335,0.274,112305128604
SH601601,中国太保,32.32,-0.49,-1.49,-11.02,7752858,251513174,0.11,12.053,3.474,310929435826
SH601162,天风证券,6.54,-0.14,-2.1,0.46,37923430,249743646,0.99,80.055,0.09,43595426011
SH601398,工商银行,4.91,-0.01,-0.2,-12.1,50532368,248561815,0.02,5.971,5.331,1749954722307
SH600751,海航科技,3.71,-0.28,-7.02,26.62,66496534,248127962,2.58,12.899,0,10756543175
SH603919,金徽酒,21.03,1.67,8.63,56.88,11906498,247484490,2.42,41.615,0.962,10667677737
SH601108,财通证券,14.38,-0.26,-1.78,28.29,16998111,245956048,0.71,26.317,1.092,51609820000
SH601336,新华保险,64.84,-1.19,-1.8,35.21,3750243,243816670,0.18,16.544,2.165,202271401544
SH603195,公牛集团,168,4.84,2.97,188.6,1410038,235854150,2.35,49.391,2.342,100903118400
SH603718,海利生物,24.49,0.55,2.3,91.37,9448087,227785688,1.47,-8861.813,0.025,15771560000
SH601099,太平洋,4.29,-0.03,-0.69,13.19,51516093,221942003,0.76,184.75,0,29241997227
SH600909,华安证券,8.79,-0.12,-1.35,21.92,25128684,221053447,0.69,26.738,1.132,31828931333
SH600409,三友化工,7.52,0.4,5.62,22.89,29979957,220904452,1.45,670.144,2.365,15523907849
SH601628,中国人寿,46.28,-0.72,-1.53,35.22,4705652,218219135,0.02,25.515,1.56,1308090547400
SH603882,金域医学,116.6,3.5,3.09,127.99,1877448,216151316,0.41,68.12,0.12,53576251478
SH603160,汇顶科技,169.13,-3.5,-2.03,-17.73,1252932,212262833,0.28,40.757,0.464,77405187406
SH600837,海通证券,14.85,-0.16,-1.07,-3.95,14227394,211465926,0.18,20.451,1.88,194003370000
SH601233,桐昆股份,15.99,0.38,2.43,8.42,13225412,210266089,0.71,11.8,1.495,29586648412
SH600885,宏发股份,51,-0.01,-0.02,49.11,4073302,208687767,0.55,53.56,0.569,37982839152
SH600481,双良节能,4.59,-0.14,-2.96,43.77,44716880,207972102,2.75,48.287,2.575,7492237759
SH603087,甘李药业,134.6,4.6,3.54,198.32,1560697,207650042,2.77,62.623,0.275,75583284000
SH601339,百隆东方,4.49,0.41,10.05,14.42,46440463,205090856,3.1,32.137,1.456,6735000000
SH600095,湘财股份,15.16,-0.54,-3.44,54.52,13282200,203240608,3.68,-909.082,0.008,40658972857
SH600537,亿晶光电,4.9,-0.07,-1.41,57.56,40383957,199561601,3.43,-26.508,0,5764160413
SH600884,杉杉股份,11.59,0.22,1.93,25.37,17300270,198732985,1.06,124.938,0.723,18868626964
SH603444,吉比特,595.96,-7.64,-1.27,102.03,330046,198641326,0.46,47.836,0.833,42828398410
SH603613,国联股份,96.03,3.15,3.39,84.2,2068095,197777674,1.72,94.387,0.085,19607573453
SH600079,人福医药,34.22,0.6,1.78,153.7,5764672,197403617,0.45,51.54,0.149,46323761214
SH600518,ST康美,3.37,-0.03,-0.88,-9.65,57571297,197370881,1.31,-2.741,0,16761913845
SH601138,工业富联,13.68,-0.25,-1.79,-24.13,14312282,195895788,0.76,14.942,1.448,271875019866
SH600900,长江电力,19.26,-0.07,-0.36,8.65,10153966,195806625,0.04,20.893,3.407,437028660000
SH601598,中国外运,4.13,0.18,4.56,0.2,46822680,193663901,3.46,12.221,3.03,30565320004
SH600580,卧龙电驱,13.86,0.01,0.07,16.77,13886489,193184945,1.06,25.405,1.077,18128084242
SH603799,华友钴业,37.04,0.12,0.33,-5.97,5215386,192113503,0.48,96.866,0,42272326923
SH600999,招商证券,22.2,-0.18,-0.8,46.33,8539274,190240343,0.12,23.795,1.496,193062895093
SH603658,安图生物,171.76,2.86,1.69,79.21,1098632,189569608,0.26,101.599,0.533,73960353932
SH600875,东方电气,11.69,0.04,0.34,29.82,15857459,186021033,0.79,24.268,1.761,36458680000
SH600741,华域汽车,27.27,-0.33,-1.2,9.08,6692452,183179517,0.21,19.543,3.112,85974783044
SH605099,共创草坪,27.9,-1.69,-5.71,80.7,6447959,182312506,16.08,31.64,,11162511000
SH600862,中航高科,26.72,-0.58,-2.12,144.12,6643998,180122460,0.48,59.669,0.585,37222272139
SH603019,中科曙光,39.99,-0.37,-0.92,62.34,4455694,178279023,0.34,81.233,0.248,52069015611
SH600303,曙光股份,4.45,0.01,0.23,27.22,39323950,176797752,5.82,19.54,0.468,3006438739
SH600739,辽宁成大,23.61,-0.37,-1.54,55.84,7414204,176751058,0.48,25.773,0.415,36116448756
SH601288,农业银行,3.15,-0.02,-0.63,-10.14,55798714,176243852,0.02,5.526,5.738,1102446556700
SH603369,今世缘,48.88,0.33,0.68,51,3545142,174153975,0.28,43.67,0.823,61319960000
SH600110,诺德股份,6.45,0.04,0.62,37.82,26730637,173345758,2.32,-40.314,0,7419513026
SH600161,天坛生物,40.35,-0.67,-1.63,73.52,4255800,171687689,0.34,84.097,0.123,50616660779
SH600918,中泰证券,15.29,-0.31,-1.99,249.09,11033000,169825272,1.58,43.067,0,106550287809
SH600515,海航基础,8.29,-0.16,-1.89,85.87,20238791,168737179,1.22,-72.684,0,32393941493
SH600418,江淮汽车,7.82,-0.25,-3.1,56.04,21244901,167674819,1.12,-91.746,0.212,14805700755
SH600372,中航电子,17.23,-0.18,-1.03,21.35,9573192,167380807,0.5,51.113,0.317,33223131786
SH601919,中远海控,6.13,0.09,1.49,16.32,27094840,166611889,0.31,11.295,0,75150914162
SH603825,华扬联众,29.77,0.4,1.36,55.07,5632300,166604037,2.49,33.535,0.866,6805886829
SH600779,水井坊,71.47,2.22,3.21,40.92,2322825,165410341,0.48,59.186,2.101,34916361036
SH603678,火炬电子,47.86,0.54,1.14,110.13,3432428,164955991,0.76,48.907,0.356,21664592367
SH600859,王府井,47.42,-1.46,-2.99,241.8,3432288,164201184,0.6,138.091,0.779,36809791597
SH600702,ST舍得,34.19,1.63,5.01,13.93,4879950,163568391,1.47,23.65,0.612,11509858360
SH601377,兴业证券,8.59,-0.06,-0.69,22.48,18933847,163091268,0.28,28.015,0.928,57524409680
SH601225,陕西煤业,9.09,-0.17,-1.84,5.53,17693664,160994121,0.18,8.44,3.917,90900000000
SH600183,生益科技,24.75,-0.32,-1.28,20.06,6349987,157197536,0.28,34.452,1.597,56676521657
SH601636,旗滨集团,9.14,0.15,1.67,75.21,17156064,156614392,0.64,18.404,3.342,24553785938
SH600038,中直股份,57.8,-0.37,-0.64,21.72,2671133,156269062,0.45,52.642,0.517,34071754185
SH600586,金晶科技,3.93,0.36,10.08,37.44,40894690,155424604,2.86,95.801,0.84,5615066100
SH600298,安琪酵母,62.59,0.64,1.03,106.12,2470615,154101119,0.3,44.591,0.641,51579226222
SH603733,仙鹤股份,21.03,0.48,2.34,51.24,7287471,154070008,4.67,25.108,1.613,14846596754
SH603712,七一二,49.65,2.06,4.33,105.99,3147440,154005314,0.86,100.578,0.213,38329800000
SH600352,浙江龙盛,14.29,-0.14,-0.97,0.48,10696813,153386515,0.33,9.759,1.729,46490112279
SH601088,中国神华,16.55,-0.24,-1.43,-1.71,9228716,153221877,0.06,8.294,7.522,329173218530
SH601111,中国国航,7.09,-0.12,-1.66,-26.39,21170300,150881276,0.21,-16.968,0.617,102980939662
SH603380,易德龙,28.4,2.58,9.99,72.49,5515347,149910676,3.45,30.195,0.907,4544000000
SH600763,通策医疗,236,3.19,1.37,130.18,639244,149698602,0.2,188.242,0,75671040000
SH600176,中国巨石,16.07,0.11,0.69,50.47,9427104,149625123,0.27,30.479,1.206,56282071063
SH600958,东方证券,11.3,-0.16,-1.4,6.68,12963714,147446357,0.23,28.747,1.309,79028310574
SH603939,益丰药房,100.38,1.43,1.45,92.55,1471600,146618028,0.29,82.283,0.214,53308636757
SH601698,中国卫通,19.84,-0.15,-0.75,75.37,7277889,146585612,1.79,184.966,0.06,79360000000
SH603589,口子窖,54.58,0.43,0.79,2.48,2643724,144666391,0.44,24.957,2.77,32748000000
SH600720,祁连山,15.79,-0.38,-2.35,30.26,9088090,144276658,1.17,8.366,3.587,12257623553
SH600973,宝胜股份,5.38,0.14,2.67,42.78,27063810,144258033,2.21,41.477,0.646,7377950414
SH603027,千禾味业,40.5,0.81,2.04,167.57,3569333,144174110,0.54,100.631,0.232,26959850379
SH603787,新日股份,32.34,1.85,6.07,136.08,4553106,143057100,2.23,106.945,0.401,6597360000
SH603005,晶方科技,67.48,-1.34,-1.95,140.14,2102117,142305395,0.65,89.325,0.104,21698277473
SH600233,圆通速递,15.02,0.08,0.54,19.96,9461371,141875196,0.3,26.742,1.012,47460656739
SH605333,沪光股份,17.72,-0.9,-4.83,234.34,7716870,138564397,19.24,75.947,0,7105720000
SH600061,国投资本,15.4,-0.22,-1.41,2.92,8913926,137742215,0.21,18.21,0.9,65097797796
SH601778,晶科科技,7.24,0.07,0.98,66.29,18870215,137528801,3.17,28.168,0.38,20022233915
SH601100,恒立液压,79.82,1.99,2.56,139.25,1741178,136981805,0.13,64.68,0.527,104193835200
SH603605,珀莱雅,162,3.17,2,84.74,842978,136503435,1.35,81.912,0.369,32605668720
SH603737,三棵树,161.76,-3.96,-2.39,182.32,831292,136071022,0.32,106.195,0.286,42173478555
SH601689,拓普集团,42.63,-0.01,-0.02,145.9,3117917,133888588,0.3,97.452,0.445,44974127740
SH600789,鲁抗医药,9.85,0.08,0.82,37.23,13536798,133223456,1.59,32.324,0.46,8670262890
SH600406,国电南瑞,21.03,0.19,0.91,0.6,6320778,132616247,0.22,21.502,1.374,97199415403
SH601238,广汽集团,10.3,-0.09,-0.87,-10.19,12557891,130392908,0.21,26.252,1.739,105450670842
SH600597,光明乳业,17.89,0.23,1.3,42.25,7239541,130078748,0.59,49.869,0.736,21906081536
SH600151,航天机电,7.7,-0.2,-2.53,62.45,16553268,128896224,1.15,-14.967,0,11043742610
SH600522,中天科技,11.11,0.03,0.27,34.91,11456338,127491031,0.37,17.332,0.903,34064891226
SH603338,浙江鼎力,111.31,0.97,0.88,118.73,1138313,127443706,0.23,64.178,0.225,54039398908
SH600380,健康元,18.37,-0.13,-0.7,79.35,6823378,125169373,0.35,34.91,0.873,35835965861
SH600223,鲁商发展,10.7,0.26,2.49,27.97,11797203,125155652,1.18,22.229,1.055,10710357600
SH601222,林洋能源,7.83,0.15,1.95,62.35,16057608,124872116,0.92,16.643,0.653,13693738802
SH601211,国泰君安,18.66,-0.1,-0.53,3.08,6680832,124835647,0.09,18.307,2.078,166231635799
SH601838,成都银行,10.21,0.1,0.99,17.76,12174205,124669351,0.64,6.36,4.118,36881086120
SH601989,中国重工,4.42,-0.04,-0.9,-15.65,27854300,124271015,0.15,-173.035,0,100784996132
SH603233,大参林,87,0.8,0.93,101.16,1430678,123599406,0.22,62.156,0.576,57101636898
SH603659,璞泰来,119.66,-1.37,-1.13,41.34,1020977,123448400,0.53,89.18,0.375,52078838625
SH601702,华峰铝业,6.95,-0.01,-0.14,88.35,17899181,122840960,7.17,33.646,,6939787670
SH600926,杭州银行,12.38,0.11,0.9,39.64,9890325,121659991,0.2,10.426,2.857,73415881348
SH601952,苏垦农发,15.64,-0.16,-1.01,128.58,7722844,121203295,0.56,31.61,1.266,21551920000
SH603565,中谷物流,25.34,-0.09,-0.35,14.2,4812603,120876191,7.22,15.32,0,16893333342
SH603393,新天然气,28.84,0.26,0.91,47.71,4168726,120063979,1.33,20.51,1.997,9044224000
SH600804,鹏博士,8.24,0.06,0.73,34.64,14420700,119540224,1.01,-2.139,0,11802929024
SH601990,南京证券,14.14,-0.14,-0.98,9.96,8412853,119451165,0.41,54.794,0.49,46645362933
SH600127,金健米业,12,-0.03,-0.25,199.25,9878276,119008908,1.54,-310.571,0,7701398616
SH603806,福斯特,86.29,-1.21,-1.38,151.43,1377880,119008802,0.18,65.393,0.434,66404674180
SH601555,东吴证券,10.66,-0.14,-1.3,15.49,11022122,117712953,0.28,31.373,1.209,41366331559
SH600000,浦发银行,9.51,-0.03,-0.31,-18.94,12210986,116334439,0.04,5.011,6.283,279138795548
SH601360,三六零,17.24,-0.31,-1.77,-26.45,6711600,116329182,0.38,38.297,0.302,116612311079
SH600559,老白干酒,11.69,0.15,1.3,5.55,9904451,116164578,1.13,31.995,1.3,10489290220
SH603185,上机数控,91.67,0.65,0.71,376.57,1269435,116154243,2.18,88.859,0.273,21314100030
SH600028,中国石化,3.92,-0.02,-0.51,-19.74,29307810,114997741,0.03,140.43,6.616,474599141812
SH600346,恒力石化,20.87,0.03,0.14,33.64,5440612,113264457,0.12,12.733,1.919,146906012534
SH600029,南方航空,5.97,-0.08,-1.32,-16.85,18910871,112973822,0.23,-12.858,0,91515935298
SH600016,民生银行,5.32,-0.02,-0.37,-10.4,21093471,112569103,0.06,4.599,6.916,232922466431
SH600598,北大荒,19.53,-0.26,-1.31,105.41,5730893,112268243,0.32,36.946,1.913,34718088623
SH600600,青岛啤酒,75.3,-1.19,-1.56,48.77,1478121,112016422,0.21,49.468,0.722,102722964464
SH601988,中国银行,3.19,-0.02,-0.62,-8.81,34993200,111850038,0.02,5.389,5.95,939097054059
SH605003,众望布艺,33.28,3.03,10.02,29.24,3443010,111482439,15.65,20.629,,2928640000
SH600111,北方稀土,11.3,-0.18,-1.57,4.24,9794077,111050463,0.27,60.459,0,41053645800
SH603626,科森科技,16.25,-0.68,-4.02,56.4,6734915,110806786,1.42,-69.162,0,7883112348
SH601328,交通银行,4.56,-0.02,-0.44,-14.02,24150969,110293851,0.06,4.767,6.878,338638033501
SH600459,贵研铂业,24.06,0.13,0.54,60.8,4576718,109759726,1.05,31.099,1.139,10531254745
SH605123,派克新材,82.9,-2.1,-2.47,173.33,1286932,109682325,4.77,59.973,,8953200000
SH603557,起步股份,14.98,-0.4,-2.6,89.94,7220300,109076680,1.54,69.42,2.607,7069970657
SH603198,迎驾贡酒,22.3,0.55,2.53,15.42,4892294,108375700,0.61,21.743,3.241,17840000000
SH600273,嘉化能源,11.13,0.35,3.25,0.81,9857258,107862072,0.69,14.091,1.542,15946290944
SH605369,拱东医疗,65.55,0.65,1,107.11,1675895,107757175,8.38,33.785,,5244000000
SH601155,新城控股,34.19,-0.63,-1.81,-7.43,3126202,107415479,0.14,5.816,4.902,77157399919
SH600977,中国电影,14.63,-0.01,-0.07,-1.7,7279473,107061367,0.39,-223.034,2.171,27314210000
SH600879,航天电子,7.21,-0.05,-0.69,21.52,14599169,106228166,0.54,45.606,0.826,19605945958
SH600201,生物股份,27.6,0.12,0.44,47.79,3837890,106036592,0.34,133.169,0.218,31084230652
SH600188,兖州煤业,9.57,-0.18,-1.85,-4.07,11020328,105983697,0.37,5.882,5.949,46510200000
SH600006,东风汽车,5.18,-0.18,-3.36,14.9,20263578,105679089,1.01,21.135,1.246,10360000000
SH601016,节能风电,2.96,-0.05,-1.66,25.74,35549120,105588054,0.86,22.85,1.421,14760549120
SH605218,伟时电子,18.6,-0.5,-2.62,69.55,5677570,105445714,10.67,37.476,,3958702356
SH601939,建设银行,6.16,-0.01,-0.16,-10.82,17078857,105281590,0.18,6.156,5.186,1540067621314
SH600391,航发科技,24.05,-0.25,-1.03,74.15,4292166,105040407,1.3,-467.378,0,7939611276
SH600157,*ST永泰,1.32,-0.05,-3.65,-7.69,78118120,104963709,0.63,108.298,0,16402049830
SH600435,北方导航,9.22,-0.05,-0.54,10.82,11170100,104417795,0.75,495.123,0,13731530400
SH600448,华纺股份,4.21,0.15,3.69,-6.62,24846296,104189376,4.02,166.539,0,2651540777
SH600050,中国联通,4.94,-0.03,-0.6,-15.1,20813571,103098705,0.1,28.911,1.216,153217041706
SH600172,黄河旋风,3.69,-0.03,-0.81,26.8,27628688,102763785,2.26,-63.692,0,5321660716
SH600903,贵州燃气,12.07,0.2,1.68,-17.92,8442020,101992706,1.34,85.406,0.43,13737893276
SH600521,华海药业,34.76,0,0,122.96,2924328,101209938,0.2,62.107,0.519,50562175714
SH600601,方正科技,4.59,0.01,0.22,25.41,21810243,101114183,0.99,-8.581,0,10074550626
SH603936,博敏电子,15.67,0.32,2.08,28.1,6502099,100975080,1.64,30.968,0.326,6911309849
SH600970,中材国际,7.32,-0.23,-3.05,10.78,13606937,100969083,0.78,9.126,3.981,12733680604
SH603127,昭衍新药,103.78,1.57,1.54,152.03,969952,100533265,0.43,109.969,0.238,23531588732
SH601799,星宇股份,162.86,3.86,2.43,72.99,610260,99214909,0.22,53.449,0.642,44974641084
SH603290,斯达半导,201.85,-2.3,-1.13,1487.02,490500,99008487,1.23,213.041,0.125,32296000000
SH601606,长城军工,14.69,0,0,34.68,6679964,98907549,2.24,104.459,0.285,10638915196
SH600489,中金黄金,10.16,-0.2,-1.93,20.04,9738881,98821254,0.28,235.477,0.182,49248695650
SH600105,永鼎股份,6.36,0,0,43.04,15472492,98723692,1.19,-49.909,0.9,8278114289
SH603885,吉祥航空,10.3,-0.33,-3.1,-30.57,9509800,98628838,0.53,-80.483,0.943,20251284817
SH600460,士兰微,16.98,-0.2,-1.16,9.79,5787605,98497575,0.44,-1781.929,0.029,22278806206
SH601658,邮储银行,4.57,-0.02,-0.44,-18.74,21379200,98454778,0.55,6.963,4.58,397492029254
SH601519,大智慧,9.98,-0.19,-1.87,26.49,9788219,98231396,0.49,322.519,0,19837246000
SH603416,信捷电气,89.03,-6.67,-6.97,219.1,1059260,97403194,1.16,53.371,0.167,12514056800
SH600120,浙江东方,7.52,-0.14,-1.83,21.4,12830288,96758917,0.58,21.271,0.567,16754115282
SH601696,中银证券,27.57,-0.37,-1.32,404.48,3473277,96212874,1.25,92.396,0.111,76589460000
SH600178,东安动力,8.32,-0.08,-0.95,73.33,11426300,95993023,2.47,84.23,0,3844505600
SH600606,绿地控股,6.44,-0.11,-1.68,-3.24,14690000,95162759,0.12,5.697,6.116,78362914239
SH600967,内蒙一机,11.58,0.02,0.17,9.59,8169234,94990631,0.48,31.798,0.588,19565936441
SH600072,中船科技,13.61,-0.06,-0.44,2.09,6802941,93655623,0.92,140.906,0.416,10020360908
SH603883,老百姓,84.01,-0.19,-0.23,84.3,1116531,93595404,0.29,59.759,0.359,34337583133
SH600010,包钢股份,1.17,-0.01,-0.85,-11.36,79817311,93429202,0.25,-185.853,0,53334488198
SH603308,应流股份,27.3,0.85,3.21,82.68,3446579,93282681,0.79,94.054,0.306,13321364948
SH600867,通化东宝,14.32,-0.03,-0.21,14.73,6522140,93126278,0.32,35.477,1.399,29126715563
SH600425,青松建化,4.25,-0.1,-2.3,7.87,21807600,93103504,1.58,25.884,0,5859857866
SH600872,中炬高新,67.91,-0.54,-0.79,73.53,1362664,92951010,0.17,67.013,0.409,54099631845
SH600801,华新水泥,25.18,-0.42,-1.64,-0.16,3674528,92868093,0.27,9.727,4.721,52792384349
SH600138,中青旅,10.64,-0.37,-3.36,-15.22,8613795,92776008,1.19,264.73,0.364,7701657600
SH600812,华北制药,13.01,-0.23,-1.74,32.47,7067854,92024050,0.43,115.743,0.227,21216769524
SH600132,重庆啤酒,106.7,0.7,0.66,110.07,862725,91779430,0.18,77.51,1.398,51639726827
SH600160,巨化股份,6.95,-0.09,-1.28,-2.78,13185643,91187921,0.49,90.96,1.707,18763235263
SH603258,电魂网络,41.4,-0.39,-0.93,78.41,2162275,91087564,0.9,28.629,1.072,10102676400
SH600562,国睿科技,19.24,-0.2,-1.03,34.36,4679066,90998599,0.75,376.521,0.054,23893344842
SH603387,基蛋生物,39.36,0.77,2,73,2299825,90454302,0.89,36.331,1.016,10247016683
SH600268,国电南自,7.42,-0.22,-2.88,45.25,12007118,89631188,1.89,99.56,0.676,5158867665
SH603899,晨光文具,76.6,2.6,3.51,58.4,1183621,89533746,0.13,67.418,0.536,71040954160
SH603697,有友食品,26.43,0.61,2.36,95.26,3384956,89135660,3.77,37.455,0.31,8049124350
SH603881,数据港,79.85,0.1,0.13,110.58,1113036,89091533,0.53,184.437,0.06,18760597640
